Target Pattern Name,Target Pattern Description,Prefix,Per minute charge,Connection charge,Charge period
Belgium,Telenet Mobile,324681,"0.031","0.031",1
Belgium,Telenet Mobile,324682,"0.031","0.031",1
Belgium,Telenet Mobile,324683,"0.031","0.031",1
Belgium,Universal Access,32702,"0.057","0.057",1
Belgium,Universal Access,32703,"0.057","0.057",1
Belgium,Universal Access,32704,"0.057","0.057",1
Belgium,Universal Access,32706,"0.057","0.057",1
Belize,Mobile,5018,"0.29","0.29",1
Belize,Mobile,5016,"0.282","0.282",1
Belize,Landline,501,"0.286","0.286",1
Benin,Glomobile Mobile,22999,"0.294","0.294",1
Benin,Bell Mobile,22992,"0.286","0.286",1
Benin,Bell Mobile,22993,"0.286","0.286",1
Benin,Glomobile Mobile,22968,"0.294","0.294",1
Benin,Glomobile Mobile,22998,"0.294","0.294",1
Benin,Libercom Mobile,22990,"0.283","0.283",1
Benin,MTN Mobile,22961,"0.398","0.398",1
Benin,MTN Mobile,22962,"0.398","0.398",1
Benin,MTN Mobile,22966,"0.398","0.398",1
Benin,MTN Mobile,22967,"0.398","0.398",1
Benin,MTN Mobile,22996,"0.398","0.398",1
Benin,MTN Mobile,22997,"0.398","0.398",1
Benin,Moov Mobile,22963,"0.29","0.29",1
Benin,Moov Mobile,22964,"0.29","0.29",1
Benin,Moov Mobile,22965,"0.29","0.29",1
Benin,Moov Mobile,22994,"0.29","0.29",1
Benin,Moov Mobile,22995,"0.29","0.29",1
Benin,Landline,229,"0.398","0.398",1
Bermuda,Landline,1441,"0.052","0.052",1
Bhutan,Landline,975,"0.083","0.083",1
Bolivia,Cochabomba,59144,"0.141","0.141",1
Bolivia,Rural,5914649,"0.379","0.379",1
Bolivia,Rural,5914647,"0.379","0.379",1
Bolivia,Rural,591449,"0.379","0.379",1
Bolivia,Rural,591448,"0.379","0.379",1
Bolivia,Rural,5914478,"0.379","0.379",1
Bolivia,Rural,5914477,"0.379","0.379",1
Bolivia,Rural,5914457,"0.379","0.379",1
Bolivia,Rural,5914438,"0.379","0.379",1
Bolivia,Rural,5914434,"0.379","0.379",1
Bolivia,Rural,5914433,"0.379","0.379",1
Bolivia,Rural,5914432,"0.379","0.379",1
Bolivia,Rural,5914431,"0.379","0.379",1
Bolivia,Rural,5914430,"0.379","0.379",1
Bolivia,Rural,5914413,"0.379","0.379",1
Bolivia,Rural,59138429,"0.363","0.363",1
Bolivia,Rural,5913479,"0.363","0.363",1
Bolivia,Rural,5913465,"0.363","0.363",1
Bolivia,Rural,59133884,"0.363","0.363",1
Bolivia,Rural,59133823,"0.363","0.363",1
Bolivia,Rural,5913378,"0.363","0.363",1
Bolivia,Rural,5913377,"0.363","0.363",1
Bolivia,Rural,59133739,"0.363","0.363",1
Bolivia,La Paz,59122,"0.138","0.138",1
Bolivia,Mobile,5916,"0.219","0.219",1
Bolivia,Mobile,5917,"0.218","0.218",1
Bolivia,Entel Mobile,59167,"0.218","0.218",1
Bolivia,Entel Mobile,59168,"0.218","0.218",1
Bolivia,Entel Mobile,59171,"0.218","0.218",1
Bolivia,Entel Mobile,59172,"0.218","0.218",1
Bolivia,Entel Mobile,59173,"0.218","0.218",1
Bolivia,Entel Mobile,59174,"0.218","0.218",1
Bolivia,Telcel Mobile,59169,"0.216","0.216",1
Bolivia,Telcel Mobile,59175,"0.216","0.216",1
Bolivia,Telcel Mobile,59176,"0.216","0.216",1
Bolivia,Telcel Mobile,59177,"0.216","0.216",1
Bolivia,Telcel Mobile,59178,"0.216","0.216",1
Bolivia,Santa Cruz,59133,"0.174","0.174",1
Bolivia,Nuevatel Mobile,59160,"0.219","0.219",1
Bolivia,Nuevatel Mobile,59165,"0.219","0.219",1
Bolivia,Nuevatel Mobile,59170,"0.219","0.219",1
Bolivia,Nuevatel Mobile,59179,"0.219","0.219",1
Bolivia,Rural,591220,"0.377","0.377",1
Bolivia,Rural,5912213,"0.377","0.377",1
Bolivia,Rural,59122527,"0.377","0.377",1
Bolivia,Rural,59122528,"0.377","0.377",1
Bolivia,Rural,59122529,"0.377","0.377",1
Bolivia,Rural,59122530,"0.377","0.377",1
Bolivia,Rural,5912255,"0.377","0.377",1
Bolivia,Rural,59122560,"0.377","0.377",1
Bolivia,Rural,59122566,"0.377","0.377",1
Bolivia,Rural,59122567,"0.377","0.377",1
Bolivia,Rural,59122568,"0.377","0.377",1
Bolivia,Rural,59122569,"0.377","0.377",1
Bolivia,Rural,5912257,"0.377","0.377",1
Bolivia,Rural,59122755,"0.377","0.377",1
Bolivia,Rural,59122756,"0.377","0.377",1
Bolivia,Rural,59122757,"0.377","0.377",1
Bolivia,Rural,59122758,"0.377","0.377",1
Bolivia,Rural,59122759,"0.377","0.377",1
Bolivia,Rural,59122875,"0.377","0.377",1
Bolivia,Rural,59122876,"0.377","0.377",1
Bolivia,Rural,59122877,"0.377","0.377",1
Bolivia,Rural,59122878,"0.377","0.377",1
Bolivia,Rural,59122879,"0.377","0.377",1
Bolivia,Rural,59122895,"0.377","0.377",1
Bolivia,Rural,59122896,"0.377","0.377",1
Bolivia,Rural,59122897,"0.377","0.377",1
Bolivia,Rural,59122898,"0.377","0.377",1
Bolivia,Rural,59122899,"0.377","0.377",1
Bolivia,Rural,5912296,"0.377","0.377",1
Bolivia,Rural,59122971,"0.377","0.377",1
Bolivia,Rural,5912299,"0.377","0.377",1
Bolivia,Rural,5912520,"0.377","0.377",1
Bolivia,Rural,5912529,"0.377","0.377",1
Bolivia,Rural,5912613,"0.377","0.377",1
Bolivia,Rural,5912617,"0.377","0.377",1
Bolivia,Rural,5912621,"0.377","0.377",1
Bolivia,Rural,5913313,"0.363","0.363",1
Bolivia,Rural,5913323,"0.363","0.363",1
Bolivia,Rural,5913369,"0.363","0.363",1
Bolivia,Rural,5913372,"0.363","0.363",1
Bolivia,Rural,59133736,"0.363","0.363",1
Bolivia,Rural,59133738,"0.363","0.363",1
Bolivia,Rural,59133737,"0.363","0.363",1
Bolivia,Landline,591,"0.206","0.206",1
Bosnia And Herzegovina,HT Mostar,38734,"0.192","0.192",1
Bosnia And Herzegovina,Landline,387,"0.15","0.15",1
Bosnia And Herzegovina,HT Mostar,38730,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38731,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38732,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38733,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38735,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38736,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38737,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,38739,"0.192","0.192",1
Bosnia And Herzegovina,HT Mostar,387497,"0.192","0.192",1
Bosnia And Herzegovina,Mobile,3876,"0.398","0.398",1
Bosnia And Herzegovina,BIH Mobile,387603,"0.389","0.389",1
Bosnia And Herzegovina,BIH Mobile,387604,"0.389","0.389",1
Bosnia And Herzegovina,BIH Mobile,38761,"0.389","0.389",1
Bosnia And Herzegovina,BIH Mobile,38762,"0.389","0.389",1
Bosnia And Herzegovina,Eronet Mobile,38763,"0.403","0.403",1
Bosnia And Herzegovina,Eronet Mobile,38764,"0.403","0.403",1
Bosnia And Herzegovina,T. Srpske Mobile,38765,"0.403","0.403",1
Bosnia And Herzegovina,T. Srpske Mobile,38766,"0.403","0.403",1
Bosnia And Herzegovina,T. Srpske Mobile,38767,"0.403","0.403",1
Bosnia And Herzegovina,Srpske,38749,"0.15","0.15",1
Bosnia And Herzegovina,Srpske,3875,"0.15","0.15",1
Bosnia And Herzegovina,HT Mostar,3875190,"0.192","0.192",1
Botswana,Mascom Mobile,267770,"0.23","0.23",1
Botswana,Mascom Mobile,267767,"0.23","0.23",1
Botswana,Landline,267,"0.09","0.09",1
Botswana,Mobile,2677,"0.276","0.276",1
Botswana,Mascom Mobile,267766,"0.23","0.23",1
Botswana,Mascom Mobile,26771,"0.23","0.23",1
Botswana,Mascom Mobile,267740,"0.23","0.23",1
Botswana,Mascom Mobile,267741,"0.23","0.23",1
Botswana,Mascom Mobile,267742,"0.23","0.23",1
Botswana,Mascom Mobile,267745,"0.23","0.23",1
Botswana,Mascom Mobile,267746,"0.23","0.23",1
Botswana,Mascom Mobile,267776,"0.23","0.23",1
Botswana,Mascom Mobile,267747,"0.23","0.23",1
Botswana,Mascom Mobile,267754,"0.23","0.23",1
Botswana,Mascom Mobile,267755,"0.23","0.23",1
Botswana,Mascom Mobile,267756,"0.23","0.23",1
Botswana,Mascom Mobile,267759,"0.23","0.23",1
Botswana,Mascom Mobile,267760,"0.23","0.23",1
Botswana,Mascom Mobile,267761,"0.23","0.23",1
Botswana,Mascom Mobile,267762,"0.23","0.23",1
Botswana,Btc Mobile,267768,"0.147","0.147",1
Botswana,Btc Mobile,267758,"0.147","0.147",1
Botswana,Btc Mobile,267749,"0.147","0.147",1
Botswana,Btc Mobile,26773,"0.147","0.147",1
Botswana,Orange Mobile,2677920,"0.269","0.269",1
Botswana,Orange Mobile,267775,"0.269","0.269",1
Botswana,Orange Mobile,267774,"0.269","0.269",1
Botswana,Orange Mobile,267769,"0.269","0.269",1
Botswana,Orange Mobile,267765,"0.269","0.269",1
Botswana,Orange Mobile,267764,"0.269","0.269",1
Botswana,Orange Mobile,267763,"0.269","0.269",1
Botswana,Orange Mobile,267757,"0.269","0.269",1
Botswana,Orange Mobile,267753,"0.269","0.269",1
Botswana,Orange Mobile,267752,"0.269","0.269",1
Botswana,Orange Mobile,267751,"0.269","0.269",1
Botswana,Orange Mobile,267750,"0.269","0.269",1
Botswana,Orange Mobile,267748,"0.269","0.269",1
Botswana,Orange Mobile,267744,"0.269","0.269",1
Botswana,Orange Mobile,267743,"0.269","0.269",1
Botswana,Orange Mobile,26772,"0.269","0.269",1
Botswana,Mascom Mobile,267778,"0.23","0.23",1
Botswana,Mascom Mobile,267777,"0.23","0.23",1
Botswana,Mascom Mobile,267771,"0.23","0.23",1
Brazil,Mobile,55626,"0.085","0.085",1
Brazil,Mobile,55627,"0.085","0.085",1
Brazil,Mobile,55628,"0.085","0.085",1
Brazil,Mobile,55629,"0.085","0.085",1
Brazil,Mobile,55636,"0.085","0.085",1
Brazil,Mobile,55637,"0.085","0.085",1
Brazil,Mobile,55638,"0.085","0.085",1
Brazil,Mobile,55639,"0.085","0.085",1
Brazil,Mobile,55646,"0.085","0.085",1
Brazil,Mobile,55647,"0.085","0.085",1
Brazil,Mobile,55648,"0.085","0.085",1
Brazil,Mobile,55649,"0.085","0.085",1
Brazil,Mobile,55656,"0.085","0.085",1
Brazil,Mobile,55657,"0.085","0.085",1
Brazil,Mobile,55658,"0.085","0.085",1
Brazil,Mobile,55659,"0.085","0.085",1
Brazil,Mobile,55666,"0.085","0.085",1
Brazil,Mobile,55667,"0.085","0.085",1
Brazil,Mobile,55668,"0.085","0.085",1
Brazil,Mobile,55669,"0.085","0.085",1
Brazil,Mobile,55676,"0.085","0.085",1
Brazil,Mobile,55677,"0.085","0.085",1
Brazil,Mobile,55678,"0.085","0.085",1
Brazil,Mobile,55679,"0.085","0.085",1
Brazil,Mobile,55686,"0.085","0.085",1
Brazil,Mobile,55687,"0.085","0.085",1
Brazil,Mobile,55688,"0.085","0.085",1
Brazil,Mobile,55689,"0.085","0.085",1
Brazil,Mobile,55696,"0.085","0.085",1
Brazil,Mobile,55697,"0.085","0.085",1
Brazil,Mobile,55698,"0.085","0.085",1
Brazil,Mobile,55699,"0.085","0.085",1
Brazil,Mobile,55716,"0.085","0.085",1
Brazil,Mobile,55717,"0.085","0.085",1
Brazil,Mobile,55718,"0.085","0.085",1
Brazil,Mobile,55719,"0.085","0.085",1
Brazil,Mobile,55736,"0.085","0.085",1
Brazil,Mobile,55737,"0.085","0.085",1
Brazil,Mobile,55738,"0.085","0.085",1
Brazil,Mobile,55739,"0.085","0.085",1
Brazil,Mobile,55746,"0.085","0.085",1
Brazil,Mobile,55747,"0.085","0.085",1
Brazil,Mobile,55748,"0.085","0.085",1
Brazil,Mobile,55749,"0.085","0.085",1
Brazil,Mobile,55756,"0.085","0.085",1
Brazil,Mobile,55757,"0.085","0.085",1
Brazil,Mobile,55758,"0.085","0.085",1
Brazil,Mobile,55759,"0.085","0.085",1
Brazil,Mobile,55776,"0.085","0.085",1
Brazil,Mobile,55777,"0.085","0.085",1
Brazil,Mobile,55778,"0.085","0.085",1
Brazil,Mobile,55779,"0.085","0.085",1
Brazil,Mobile,55796,"0.085","0.085",1
Brazil,Mobile,55797,"0.085","0.085",1
Brazil,Mobile,55798,"0.085","0.085",1
Brazil,Mobile,55799,"0.085","0.085",1
Brazil,Mobile,55816,"0.085","0.085",1
Brazil,Mobile,55817,"0.085","0.085",1
Brazil,Mobile,55818,"0.085","0.085",1
Brazil,Mobile,55819,"0.085","0.085",1
Brazil,Mobile,55826,"0.085","0.085",1
Brazil,Mobile,55827,"0.085","0.085",1
Brazil,Mobile,55828,"0.085","0.085",1
Brazil,Mobile,55829,"0.085","0.085",1
Brazil,Mobile,55836,"0.085","0.085",1
Brazil,Mobile,55837,"0.085","0.085",1
Brazil,Mobile,55838,"0.085","0.085",1
Brazil,Mobile,55839,"0.085","0.085",1
Brazil,Mobile,55846,"0.085","0.085",1
Brazil,Mobile,55847,"0.085","0.085",1
Brazil,Mobile,55848,"0.085","0.085",1
Brazil,Mobile,55849,"0.085","0.085",1
Brazil,Mobile,55856,"0.085","0.085",1
Brazil,Mobile,55857,"0.085","0.085",1
Brazil,Mobile,55858,"0.085","0.085",1
Brazil,Mobile,55859,"0.085","0.085",1
Brazil,Mobile,55866,"0.085","0.085",1
Brazil,Mobile,55867,"0.085","0.085",1
Brazil,Mobile,55868,"0.085","0.085",1
Brazil,Mobile,55869,"0.085","0.085",1
Brazil,Mobile,55876,"0.085","0.085",1
Brazil,Mobile,55877,"0.085","0.085",1
Brazil,Mobile,55878,"0.085","0.085",1
Brazil,Mobile,55879,"0.085","0.085",1
Brazil,Mobile,55886,"0.085","0.085",1
Brazil,Mobile,55887,"0.085","0.085",1
Brazil,Mobile,55888,"0.085","0.085",1
Brazil,Mobile,55889,"0.085","0.085",1
Brazil,Mobile,55896,"0.085","0.085",1
Brazil,Mobile,55897,"0.085","0.085",1
Brazil,Mobile,55898,"0.085","0.085",1
Brazil,Mobile,55899,"0.085","0.085",1
Brazil,Mobile,55917,"0.085","0.085",1
Brazil,Mobile,55918,"0.085","0.085",1
Brazil,Mobile,55926,"0.085","0.085",1
Brazil,Mobile,55927,"0.085","0.085",1
Brazil,Mobile,55928,"0.085","0.085",1
Brazil,Mobile,55936,"0.085","0.085",1
Brazil,Mobile,55937,"0.085","0.085",1
Brazil,Mobile,55938,"0.085","0.085",1
Brazil,Mobile,55946,"0.085","0.085",1
Brazil,Mobile,55947,"0.085","0.085",1
Brazil,Mobile,55948,"0.085","0.085",1
Brazil,Mobile,55956,"0.085","0.085",1
Brazil,Mobile,55957,"0.085","0.085",1
Brazil,Mobile,55958,"0.085","0.085",1
Brazil,Mobile,55966,"0.085","0.085",1
Brazil,Mobile,55967,"0.085","0.085",1
Brazil,Mobile,55968,"0.085","0.085",1
Brazil,Mobile,55976,"0.085","0.085",1
Brazil,Mobile,55977,"0.085","0.085",1
Brazil,Mobile,55978,"0.085","0.085",1
Brazil,Mobile,55986,"0.085","0.085",1
Brazil,Mobile,55987,"0.085","0.085",1
Brazil,Mobile,55988,"0.085","0.085",1
Brazil,Mobile,55996,"0.085","0.085",1
Brazil,Mobile,55997,"0.085","0.085",1
Brazil,Mobile,55998,"0.085","0.085",1
Brazil,Mobile,55999,"0.085","0.085",1
Brazil,Mobile,55916,"0.085","0.085",1
Brazil,Landline,55,"0.026","0.026",1
Brazil,Belo Horizonte,5531,"0.014","0.014",1
Brazil,Brasilia,5561,"0.016","0.016",1
Brazil,Campinas,5519,"0.016","0.016",1
Brazil,Curitiba,5541,"0.016","0.016",1
Brazil,Florianopolis,5548,"0.016","0.016",1
Brazil,Goiania,5562,"0.016","0.016",1
Brazil,Governador,55331,"0.016","0.016",1
Brazil,Governador,55332,"0.016","0.016",1
Brazil,Governador,55333,"0.016","0.016",1
Brazil,Governador,55334,"0.016","0.016",1
Brazil,Porto Alegre,5551,"0.016","0.016",1
Brazil,Rio,5521,"0.012","0.012",1
Brazil,Sao Paulo,55112,"0.014","0.014",1
Brazil,Sao Paulo,55113,"0.014","0.014",1
Brazil,Sao Paulo,55114,"0.014","0.014",1
Brazil,Sao Paulo,55115,"0.014","0.014",1
Brazil,State of Sao Paulo,5512,"0.065","0.065",1
Brazil,State of Sao Paulo,5513,"0.065","0.065",1
Brazil,State of Sao Paulo,5514,"0.065","0.065",1
Brazil,State of Sao Paulo,5515,"0.065","0.065",1
Brazil,State of Sao Paulo,5516,"0.065","0.065",1
Brazil,State of Sao Paulo,5517,"0.065","0.065",1
Brazil,State of Sao Paulo,5518,"0.065","0.065",1
Brazil,Mobile,55117,"0.085","0.085",1
Brazil,Mobile,55119,"0.085","0.085",1
Brazil,Mobile,55126,"0.085","0.085",1
Brazil,Mobile,55128,"0.085","0.085",1
Brazil,Mobile,55129,"0.085","0.085",1
Brazil,Mobile,55136,"0.085","0.085",1
Brazil,Mobile,55138,"0.085","0.085",1
Brazil,Mobile,55139,"0.085","0.085",1
Brazil,Mobile,55146,"0.085","0.085",1
Brazil,Mobile,55148,"0.085","0.085",1
Brazil,Mobile,55149,"0.085","0.085",1
Brazil,Mobile,55156,"0.085","0.085",1
Brazil,Mobile,55158,"0.085","0.085",1
Brazil,Mobile,55159,"0.085","0.085",1
Brazil,Mobile,55166,"0.085","0.085",1
Brazil,Mobile,55168,"0.085","0.085",1
Brazil,Mobile,55169,"0.085","0.085",1
Brazil,Mobile,55176,"0.085","0.085",1
Brazil,Mobile,55178,"0.085","0.085",1
Brazil,Mobile,55179,"0.085","0.085",1
Brazil,Mobile,55186,"0.085","0.085",1
Brazil,Mobile,55188,"0.085","0.085",1
Brazil,Mobile,55189,"0.085","0.085",1
Brazil,Mobile,55196,"0.085","0.085",1
Brazil,Mobile,55198,"0.085","0.085",1
Brazil,Mobile,55199,"0.085","0.085",1
Brazil,Mobile,55216,"0.085","0.085",1
Brazil,Mobile,55217,"0.085","0.085",1
Brazil,Mobile,55218,"0.085","0.085",1
Brazil,Mobile,55219,"0.085","0.085",1
Brazil,Mobile,55226,"0.085","0.085",1
Brazil,Mobile,55227,"0.085","0.085",1
Brazil,Mobile,55228,"0.085","0.085",1
Brazil,Mobile,55229,"0.085","0.085",1
Brazil,Mobile,55246,"0.085","0.085",1
Brazil,Mobile,55247,"0.085","0.085",1
Brazil,Mobile,55248,"0.085","0.085",1
Brazil,Mobile,55249,"0.085","0.085",1
Brazil,Mobile,55276,"0.085","0.085",1
Brazil,Mobile,55277,"0.085","0.085",1
Brazil,Mobile,55278,"0.085","0.085",1
Brazil,Mobile,55279,"0.085","0.085",1
Brazil,Mobile,55286,"0.085","0.085",1
Brazil,Mobile,55287,"0.085","0.085",1
Brazil,Mobile,55288,"0.085","0.085",1
Brazil,Mobile,55289,"0.085","0.085",1
Brazil,Mobile,55316,"0.085","0.085",1
Brazil,Mobile,55317,"0.085","0.085",1
Brazil,Mobile,55318,"0.085","0.085",1
Brazil,Mobile,55319,"0.085","0.085",1
Brazil,Mobile,55326,"0.085","0.085",1
Brazil,Mobile,55327,"0.085","0.085",1
Brazil,Mobile,55328,"0.085","0.085",1
Brazil,Mobile,55329,"0.085","0.085",1
Brazil,Mobile,55336,"0.085","0.085",1
Brazil,Mobile,55337,"0.085","0.085",1
Brazil,Mobile,55338,"0.085","0.085",1
Brazil,Mobile,55339,"0.085","0.085",1
Brazil,Mobile,55346,"0.085","0.085",1
Brazil,Mobile,55347,"0.085","0.085",1
Brazil,Mobile,55348,"0.085","0.085",1
Brazil,Mobile,55349,"0.085","0.085",1
Brazil,Mobile,55356,"0.085","0.085",1
Brazil,Mobile,55357,"0.085","0.085",1
Brazil,Mobile,55358,"0.085","0.085",1
Brazil,Mobile,55359,"0.085","0.085",1
Brazil,Mobile,55376,"0.085","0.085",1
Brazil,Mobile,55377,"0.085","0.085",1
Brazil,Mobile,55378,"0.085","0.085",1
Brazil,Mobile,55379,"0.085","0.085",1
Brazil,Mobile,55386,"0.085","0.085",1
Brazil,Mobile,55387,"0.085","0.085",1
Brazil,Mobile,55388,"0.085","0.085",1
Brazil,Mobile,55389,"0.085","0.085",1
Brazil,Mobile,55416,"0.085","0.085",1
Brazil,Mobile,55417,"0.085","0.085",1
Brazil,Mobile,55418,"0.085","0.085",1
Brazil,Mobile,55419,"0.085","0.085",1
Brazil,Mobile,55426,"0.085","0.085",1
Brazil,Mobile,55427,"0.085","0.085",1
Brazil,Mobile,55428,"0.085","0.085",1
Brazil,Mobile,55429,"0.085","0.085",1
Brazil,Mobile,55436,"0.085","0.085",1
Brazil,Mobile,55437,"0.085","0.085",1
Brazil,Mobile,55438,"0.085","0.085",1
Brazil,Mobile,55439,"0.085","0.085",1
Brazil,Mobile,55446,"0.085","0.085",1
Brazil,Mobile,55447,"0.085","0.085",1
Brazil,Mobile,55448,"0.085","0.085",1
Brazil,Mobile,55449,"0.085","0.085",1
Brazil,Mobile,55456,"0.085","0.085",1
Brazil,Mobile,55457,"0.085","0.085",1
Brazil,Mobile,55458,"0.085","0.085",1
Brazil,Mobile,55459,"0.085","0.085",1
Brazil,Mobile,55466,"0.085","0.085",1
Brazil,Mobile,55467,"0.085","0.085",1
Brazil,Mobile,55468,"0.085","0.085",1
Brazil,Mobile,55469,"0.085","0.085",1
Brazil,Mobile,55476,"0.085","0.085",1
Brazil,Mobile,55477,"0.085","0.085",1
Brazil,Mobile,55478,"0.085","0.085",1
Brazil,Mobile,55479,"0.085","0.085",1
Brazil,Mobile,55486,"0.085","0.085",1
Brazil,Mobile,55487,"0.085","0.085",1
Brazil,Mobile,55488,"0.085","0.085",1
Brazil,Mobile,55489,"0.085","0.085",1
Brazil,Mobile,55496,"0.085","0.085",1
Brazil,Mobile,55497,"0.085","0.085",1
Brazil,Mobile,55498,"0.085","0.085",1
Brazil,Mobile,55499,"0.085","0.085",1
Brazil,Mobile,55516,"0.085","0.085",1
Brazil,Mobile,55517,"0.085","0.085",1
Brazil,Mobile,55518,"0.085","0.085",1
Brazil,Mobile,55519,"0.085","0.085",1
Brazil,Mobile,55536,"0.085","0.085",1
Brazil,Mobile,55537,"0.085","0.085",1
Brazil,Mobile,55538,"0.085","0.085",1
Brazil,Mobile,55539,"0.085","0.085",1
Brazil,Mobile,55546,"0.085","0.085",1
Brazil,Mobile,55547,"0.085","0.085",1
Brazil,Mobile,55548,"0.085","0.085",1
Brazil,Mobile,55549,"0.085","0.085",1
Brazil,Mobile,55556,"0.085","0.085",1
Brazil,Mobile,55557,"0.085","0.085",1
Brazil,Mobile,55558,"0.085","0.085",1
Brazil,Mobile,55559,"0.085","0.085",1
Brazil,Mobile,55616,"0.085","0.085",1
Brazil,Mobile,55617,"0.085","0.085",1
Brazil,Mobile,55618,"0.085","0.085",1
Brazil,Mobile,55619,"0.085","0.085",1
Brunei Darussalam,Mobile,6738,"0.381","0.381",1
Brunei Darussalam,Mobile,6732,"0.381","0.381",1
Brunei Darussalam,Landline,673,"0.047","0.047",1
Brunei Darussalam,Mobile,6737,"0.381","0.381",1
Bulgaria,OLO Landline,35924,"0.022","0.022",1
Bulgaria,OLO Landline,3593,"0.022","0.022",1
Bulgaria,OLO Landline,3594,"0.022","0.022",1
Bulgaria,OLO Landline,3595,"0.022","0.022",1
Bulgaria,OLO Landline,3596,"0.022","0.022",1
Bulgaria,OLO Landline,3597,"0.022","0.022",1
Bulgaria,OLO Landline,3598,"0.022","0.022",1
Bulgaria,OLO Landline,3599,"0.022","0.022",1
Bulgaria,Mobile,35999,"0.038","0.038",1
Bulgaria,Globul Mobile,35989,"0.03","0.03",1
Bulgaria,Mobicom Mobile,35948,"0.02","0.02",1
Bulgaria,Mobitel Mobile,35988,"0.03","0.03",1
Bulgaria,Mobitel Mobile,359988,"0.03","0.03",1
Bulgaria,Mobitel Mobile,359989,"0.03","0.03",1
Bulgaria,Vivacom Mobile,35987,"0.03","0.03",1
Bulgaria,Special Services,35924845,1200,1200,1
Bulgaria,Special Services,35956934,1200,1200,1
Bulgaria,Special Services,35924846,1200,1200,1
Bulgaria,Special Services,35990069,1200,1200,1
Bulgaria,Landline,359,"0.01","0.01",1
Bulgaria,Sofia,3592,"0.01","0.01",1
Burkina Faso,Airtel Mobile,22665,"0.406","0.406",1
Burkina Faso,Landline,226,"0.234","0.234",1
Burkina Faso,Mobile,22651,"0.406","0.406",1
Burkina Faso,Mobile,22660,"0.406","0.406",1
Burkina Faso,Mobile,22661,"0.406","0.406",1
Burkina Faso,Mobile,22662,"0.406","0.406",1
Burkina Faso,Mobile,22663,"0.406","0.406",1
Burkina Faso,Mobile,22670,"0.406","0.406",1
Burkina Faso,Mobile,22671,"0.406","0.406",1
Burkina Faso,Mobile,22672,"0.406","0.406",1
Burkina Faso,Mobile,22673,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22664,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22666,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22667,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22674,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22675,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22676,"0.406","0.406",1
Burkina Faso,Airtel Mobile,22677,"0.406","0.406",1
Burkina Faso,Telecel Mobile,22668,"0.417","0.417",1
Burkina Faso,Telecel Mobile,22669,"0.417","0.417",1
